N_PROF,N_LEVELS,JULD,LATITUDE,LONGITUDE,PRES,TEMP,PSAL,PRES_ADJUSTED,TEMP_ADJUSTED,PSAL_ADJUSTED
1,217,25812.160428245323,2.098,164.882,,,,,,
1,218,25812.160428245323,2.098,164.882,,,,,,
1,219,25812.160428245323,2.098,164.882,,,,,,
1,220,25812.160428245323,2.098,164.882,,,,,,
1,221,25812.160428245323,2.098,164.882,,,,,,
1,222,25812.160428245323,2.098,164.882,,,,,,
1,223,25812.160428245323,2.098,164.882,,,,,,
1,224,25812.160428245323,2.098,164.882,,,,,,
1,225,25812.160428245323,2.098,164.882,,,,,,
1,226,25812.160428245323,2.098,164.882,,,,,,
1,227,25812.160428245323,2.098,164.882,,,,,,
1,228,25812.160428245323,2.098,164.882,,,,,,
1,229,25812.160428245323,2.098,164.882,,,,,,
1,230,25812.160428245323,2.098,164.882,,,,,,
1,231,25812.160428245323,2.098,164.882,,,,,,
1,232,25812.160428245323,2.098,164.882,,,,,,
1,233,25812.160428245323,2.098,164.882,,,,,,
1,234,25812.160428245323,2.098,164.882,,,,,,
1,235,25812.160428245323,2.098,164.882,,,,,,
1,236,25812.160428245323,2.098,164.882,,,,,,
1,237,25812.160428245323,2.098,164.882,,,,,,
1,238,25812.160428245323,2.098,164.882,,,,,,
1,239,25812.160428245323,2.098,164.882,,,,,,
1,240,25812.160428245323,2.098,164.882,,,,,,
1,241,25812.160428245323,2.098,164.882,,,,,,
1,242,25812.160428245323,2.098,164.882,,,,,,
1,243,25812.160428245323,2.098,164.882,,,,,,
1,244,25812.160428245323,2.098,164.882,,,,,,
1,245,25812.160428245323,2.098,164.882,,,,,,
1,246,25812.160428245323,2.098,164.882,,,,,,
1,247,25812.160428245323,2.098,164.882,,,,,,
1,248,25812.160428245323,2.098,164.882,,,,,,
1,249,25812.160428245323,2.098,164.882,,,,,,
1,250,25812.160428245323,2.098,164.882,,,,,,
1,251,25812.160428245323,2.098,164.882,,,,,,
1,252,25812.160428245323,2.098,164.882,,,,,,
1,253,25812.160428245323,2.098,164.882,,,,,,
1,254,25812.160428245323,2.098,164.882,,,,,,
1,255,25812.160428245323,2.098,164.882,,,,,,
1,256,25812.160428245323,2.098,164.882,,,,,,
1,257,25812.160428245323,2.098,164.882,,,,,,
1,258,25812.160428245323,2.098,164.882,,,,,,
1,259,25812.160428245323,2.098,164.882,,,,,,
1,260,25812.160428245323,2.098,164.882,,,,,,
1,261,25812.160428245323,2.098,164.882,,,,,,
1,262,25812.160428245323,2.098,164.882,,,,,,
1,263,25812.160428245323,2.098,164.882,,,,,,
1,264,25812.160428245323,2.098,164.882,,,,,,
1,265,25812.160428245323,2.098,164.882,,,,,,
1,266,25812.160428245323,2.098,164.882,,,,,,
1,267,25812.160428245323,2.098,164.882,,,,,,
1,268,25812.160428245323,2.098,164.882,,,,,,
1,269,25812.160428245323,2.098,164.882,,,,,,
1,270,25812.160428245323,2.098,164.882,,,,,,
1,271,25812.160428245323,2.098,164.882,,,,,,
1,272,25812.160428245323,2.098,164.882,,,,,,
1,273,25812.160428245323,2.098,164.882,,,,,,
1,274,25812.160428245323,2.098,164.882,,,,,,
1,275,25812.160428245323,2.098,164.882,,,,,,
1,276,25812.160428245323,2.098,164.882,,,,,,
1,277,25812.160428245323,2.098,164.882,,,,,,
1,278,25812.160428245323,2.098,164.882,,,,,,
1,279,25812.160428245323,2.098,164.882,,,,,,
1,280,25812.160428245323,2.098,164.882,,,,,,
1,281,25812.160428245323,2.098,164.882,,,,,,
1,282,25812.160428245323,2.098,164.882,,,,,,
1,283,25812.160428245323,2.098,164.882,,,,,,
1,284,25812.160428245323,2.098,164.882,,,,,,
1,285,25812.160428245323,2.098,164.882,,,,,,
1,286,25812.160428245323,2.098,164.882,,,,,,
1,287,25812.160428245323,2.098,164.882,,,,,,
1,288,25812.160428245323,2.098,164.882,,,,,,
1,289,25812.160428245323,2.098,164.882,,,,,,
1,290,25812.160428245323,2.098,164.882,,,,,,
1,291,25812.160428245323,2.098,164.882,,,,,,
1,292,25812.160428245323,2.098,164.882,,,,,,
1,293,25812.160428245323,2.098,164.882,,,,,,
1,294,25812.160428245323,2.098,164.882,,,,,,
1,295,25812.160428245323,2.098,164.882,,,,,,
1,296,25812.160428245323,2.098,164.882,,,,,,
1,297,25812.160428245323,2.098,164.882,,,,,,
1,298,25812.160428245323,2.098,164.882,,,,,,
1,299,25812.160428245323,2.098,164.882,,,,,,
1,300,25812.160428245323,2.098,164.882,,,,,,
1,301,25812.160428245323,2.098,164.882,,,,,,
1,302,25812.160428245323,2.098,164.882,,,,,,
1,303,25812.160428245323,2.098,164.882,,,,,,
1,304,25812.160428245323,2.098,164.882,,,,,,
1,305,25812.160428245323,2.098,164.882,,,,,,
1,306,25812.160428245323,2.098,164.882,,,,,,
1,307,25812.160428245323,2.098,164.882,,,,,,
1,308,25812.160428245323,2.098,164.882,,,,,,
1,309,25812.160428245323,2.098,164.882,,,,,,
1,310,25812.160428245323,2.098,164.882,,,,,,
1,311,25812.160428245323,2.098,164.882,,,,,,
1,312,25812.160428245323,2.098,164.882,,,,,,
1,313,25812.160428245323,2.098,164.882,,,,,,
1,314,25812.160428245323,2.098,164.882,,,,,,
1,315,25812.160428245323,2.098,164.882,,,,,,
1,316,25812.160428245323,2.098,164.882,,,,,,
1,317,25812.160428245323,2.098,164.882,,,,,,
1,318,25812.160428245323,2.098,164.882,,,,,,
1,319,25812.160428245323,2.098,164.882,,,,,,
1,320,25812.160428245323,2.098,164.882,,,,,,
1,321,25812.160428245323,2.098,164.882,,,,,,
1,322,25812.160428245323,2.098,164.882,,,,,,
1,323,25812.160428245323,2.098,164.882,,,,,,
1,324,25812.160428245323,2.098,164.882,,,,,,
1,325,25812.160428245323,2.098,164.882,,,,,,
1,326,25812.160428245323,2.098,164.882,,,,,,
1,327,25812.160428245323,2.098,164.882,,,,,,
1,328,25812.160428245323,2.098,164.882,,,,,,
1,329,25812.160428245323,2.098,164.882,,,,,,
1,330,25812.160428245323,2.098,164.882,,,,,,
1,331,25812.160428245323,2.098,164.882,,,,,,
1,332,25812.160428245323,2.098,164.882,,,,,,
1,333,25812.160428245323,2.098,164.882,,,,,,
1,334,25812.160428245323,2.098,164.882,,,,,,
1,335,25812.160428245323,2.098,164.882,,,,,,
1,336,25812.160428245323,2.098,164.882,,,,,,
1,337,25812.160428245323,2.098,164.882,,,,,,
1,338,25812.160428245323,2.098,164.882,,,,,,
1,339,25812.160428245323,2.098,164.882,,,,,,
1,340,25812.160428245323,2.098,164.882,,,,,,
1,341,25812.160428245323,2.098,164.882,,,,,,
1,342,25812.160428245323,2.098,164.882,,,,,,
1,343,25812.160428245323,2.098,164.882,,,,,,
1,344,25812.160428245323,2.098,164.882,,,,,,
1,345,25812.160428245323,2.098,164.882,,,,,,
1,346,25812.160428245323,2.098,164.882,,,,,,
1,347,25812.160428245323,2.098,164.882,,,,,,
1,348,25812.160428245323,2.098,164.882,,,,,,
1,349,25812.160428245323,2.098,164.882,,,,,,
1,350,25812.160428245323,2.098,164.882,,,,,,
1,351,25812.160428245323,2.098,164.882,,,,,,
1,352,25812.160428245323,2.098,164.882,,,,,,
1,353,25812.160428245323,2.098,164.882,,,,,,
1,354,25812.160428245323,2.098,164.882,,,,,,
1,355,25812.160428245323,2.098,164.882,,,,,,
1,356,25812.160428245323,2.098,164.882,,,,,,
1,357,25812.160428245323,2.098,164.882,,,,,,
1,358,25812.160428245323,2.098,164.882,,,,,,
1,359,25812.160428245323,2.098,164.882,,,,,,
1,360,25812.160428245323,2.098,164.882,,,,,,
1,361,25812.160428245323,2.098,164.882,,,,,,
1,362,25812.160428245323,2.098,164.882,,,,,,
1,363,25812.160428245323,2.098,164.882,,,,,,
1,364,25812.160428245323,2.098,164.882,,,,,,
1,365,25812.160428245323,2.098,164.882,,,,,,
1,366,25812.160428245323,2.098,164.882,,,,,,
1,367,25812.160428245323,2.098,164.882,,,,,,
1,368,25812.160428245323,2.098,164.882,,,,,,
1,369,25812.160428245323,2.098,164.882,,,,,,
1,370,25812.160428245323,2.098,164.882,,,,,,
1,371,25812.160428245323,2.098,164.882,,,,,,
1,372,25812.160428245323,2.098,164.882,,,,,,
1,373,25812.160428245323,2.098,164.882,,,,,,
1,374,25812.160428245323,2.098,164.882,,,,,,
1,375,25812.160428245323,2.098,164.882,,,,,,
1,376,25812.160428245323,2.098,164.882,,,,,,
1,377,25812.160428245323,2.098,164.882,,,,,,
1,378,25812.160428245323,2.098,164.882,,,,,,
1,379,25812.160428245323,2.098,164.882,,,,,,
1,380,25812.160428245323,2.098,164.882,,,,,,
1,381,25812.160428245323,2.098,164.882,,,,,,
1,382,25812.160428245323,2.098,164.882,,,,,,
1,383,25812.160428245323,2.098,164.882,,,,,,
1,384,25812.160428245323,2.098,164.882,,,,,,
1,385,25812.160428245323,2.098,164.882,,,,,,
1,386,25812.160428245323,2.098,164.882,,,,,,
1,387,25812.160428245323,2.098,164.882,,,,,,
1,388,25812.160428245323,2.098,164.882,,,,,,
1,389,25812.160428245323,2.098,164.882,,,,,,
1,390,25812.160428245323,2.098,164.882,,,,,,
1,391,25812.160428245323,2.098,164.882,,,,,,
1,392,25812.160428245323,2.098,164.882,,,,,,
1,393,25812.160428245323,2.098,164.882,,,,,,
1,394,25812.160428245323,2.098,164.882,,,,,,
1,395,25812.160428245323,2.098,164.882,,,,,,
1,396,25812.160428245323,2.098,164.882,,,,,,
1,397,25812.160428245323,2.098,164.882,,,,,,
1,398,25812.160428245323,2.098,164.882,,,,,,
1,399,25812.160428245323,2.098,164.882,,,,,,
1,400,25812.160428245323,2.098,164.882,,,,,,
1,401,25812.160428245323,2.098,164.882,,,,,,
1,402,25812.160428245323,2.098,164.882,,,,,,
1,403,25812.160428245323,2.098,164.882,,,,,,
1,404,25812.160428245323,2.098,164.882,,,,,,
1,405,25812.160428245323,2.098,164.882,,,,,,
1,406,25812.160428245323,2.098,164.882,,,,,,
1,407,25812.160428245323,2.098,164.882,,,,,,
1,408,25812.160428245323,2.098,164.882,,,,,,
1,409,25812.160428245323,2.098,164.882,,,,,,
1,410,25812.160428245323,2.098,164.882,,,,,,
1,411,25812.160428245323,2.098,164.882,,,,,,
1,412,25812.160428245323,2.098,164.882,,,,,,
1,413,25812.160428245323,2.098,164.882,,,,,,
1,414,25812.160428245323,2.098,164.882,,,,,,
1,415,25812.160428245323,2.098,164.882,,,,,,
1,416,25812.160428245323,2.098,164.882,,,,,,
1,417,25812.160428245323,2.098,164.882,,,,,,
1,418,25812.160428245323,2.098,164.882,,,,,,
1,419,25812.160428245323,2.098,164.882,,,,,,
1,420,25812.160428245323,2.098,164.882,,,,,,
1,421,25812.160428245323,2.098,164.882,,,,,,
1,422,25812.160428245323,2.098,164.882,,,,,,
1,423,25812.160428245323,2.098,164.882,,,,,,
1,424,25812.160428245323,2.098,164.882,,,,,,
1,425,25812.160428245323,2.098,164.882,,,,,,
1,426,25812.160428245323,2.098,164.882,,,,,,
1,427,25812.160428245323,2.098,164.882,,,,,,
1,428,25812.160428245323,2.098,164.882,,,,,,
1,429,25812.160428245323,2.098,164.882,,,,,,
1,430,25812.160428245323,2.098,164.882,,,,,,
1,431,25812.160428245323,2.098,164.882,,,,,,
1,432,25812.160428245323,2.098,164.882,,,,,,
1,433,25812.160428245323,2.098,164.882,,,,,,
1,434,25812.160428245323,2.098,164.882,,,,,,
1,435,25812.160428245323,2.098,164.882,,,,,,
1,436,25812.160428245323,2.098,164.882,,,,,,
1,437,25812.160428245323,2.098,164.882,,,,,,
1,438,25812.160428245323,2.098,164.882,,,,,,
1,439,25812.160428245323,2.098,164.882,,,,,,
1,440,25812.160428245323,2.098,164.882,,,,,,
1,441,25812.160428245323,2.098,164.882,,,,,,
1,442,25812.160428245323,2.098,164.882,,,,,,
1,443,25812.160428245323,2.098,164.882,,,,,,
1,444,25812.160428245323,2.098,164.882,,,,,,
1,445,25812.160428245323,2.098,164.882,,,,,,
1,446,25812.160428245323,2.098,164.882,,,,,,
1,447,25812.160428245323,2.098,164.882,,,,,,
1,448,25812.160428245323,2.098,164.882,,,,,,
1,449,25812.160428245323,2.098,164.882,,,,,,
1,450,25812.160428245323,2.098,164.882,,,,,,
1,451,25812.160428245323,2.098,164.882,,,,,,
1,452,25812.160428245323,2.098,164.882,,,,,,
1,453,25812.160428245323,2.098,164.882,,,,,,
1,454,25812.160428245323,2.098,164.882,,,,,,
1,455,25812.160428245323,2.098,164.882,,,,,,
1,456,25812.160428245323,2.098,164.882,,,,,,
1,457,25812.160428245323,2.098,164.882,,,,,,
1,458,25812.160428245323,2.098,164.882,,,,,,
1,459,25812.160428245323,2.098,164.882,,,,,,
1,460,25812.160428245323,2.098,164.882,,,,,,
1,461,25812.160428245323,2.098,164.882,,,,,,
1,462,25812.160428245323,2.098,164.882,,,,,,
1,463,25812.160428245323,2.098,164.882,,,,,,
1,464,25812.160428245323,2.098,164.882,,,,,,
1,465,25812.160428245323,2.098,164.882,,,,,,
1,466,25812.160428245323,2.098,164.882,,,,,,
1,467,25812.160428245323,2.098,164.882,,,,,,
1,468,25812.160428245323,2.098,164.882,,,,,,
1,469,25812.160428245323,2.098,164.882,,,,,,
1,470,25812.160428245323,2.098,164.882,,,,,,
1,471,25812.160428245323,2.098,164.882,,,,,,
1,472,25812.160428245323,2.098,164.882,,,,,,
1,473,25812.160428245323,2.098,164.882,,,,,,
1,474,25812.160428245323,2.098,164.882,,,,,,
1,475,25812.160428245323,2.098,164.882,,,,,,
1,476,25812.160428245323,2.098,164.882,,,,,,
1,477,25812.160428245323,2.098,164.882,,,,,,
1,478,25812.160428245323,2.098,164.882,,,,,,
1,479,25812.160428245323,2.098,164.882,,,,,,
1,480,25812.160428245323,2.098,164.882,,,,,,
1,481,25812.160428245323,2.098,164.882,,,,,,
1,482,25812.160428245323,2.098,164.882,,,,,,
1,483,25812.160428245323,2.098,164.882,,,,,,
1,484,25812.160428245323,2.098,164.882,,,,,,
1,485,25812.160428245323,2.098,164.882,,,,,,
1,486,25812.160428245323,2.098,164.882,,,,,,
1,487,25812.160428245323,2.098,164.882,,,,,,
1,488,25812.160428245323,2.098,164.882,,,,,,
1,489,25812.160428245323,2.098,164.882,,,,,,
1,490,25812.160428245323,2.098,164.882,,,,,,
1,491,25812.160428245323,2.098,164.882,,,,,,
1,492,25812.160428245323,2.098,164.882,,,,,,
1,493,25812.160428245323,2.098,164.882,,,,,,
1,494,25812.160428245323,2.098,164.882,,,,,,
1,495,25812.160428245323,2.098,164.882,,,,,,
